"(PDH-CSV 4.0) (Hora est. Pacífico, Sudamérica)(300)","\\JAMANRIQUE\Interfaz de red(Realtek PCIe GBE Family Controller)\Total de bytes/s","\\JAMANRIQUE\Procesador(_Total)\% de tiempo de procesador","\\JAMANRIQUE\Memoria\% de bytes confirmados en uso"
"05/01/2018 15:13:16.443"," "," ","40.683926209035313"
"05/01/2018 15:13:17.453","10077.298080610395","2.2306810878505057","40.689117657181136"
"05/01/2018 15:13:18.442","1073.9271936829618","0.95150022524993494","40.677352631622313"
"05/01/2018 15:13:19.447","4123.7221093637063","6.9995457302373998","40.621269340771548"
"05/01/2018 15:13:20.452","9296.2917185897641","6.5149263660075114","40.612605712519169"
"05/01/2018 15:13:21.440","5768.0979141477801","4.4712299688549395","40.624033622588968"
"05/01/2018 15:13:22.445","3290.9199404060514","2.1092434239439739","40.613572076105882"
"05/01/2018 15:13:23.450","3618.3357298952119","4.9558249901157208","40.705051561981684"
"05/01/2018 15:13:24.454","4701.6850357535277","1.8337154506921305","40.694196717975238"
"05/01/2018 15:13:25.443","2688.6490408438917","2.9961232210018895","40.71096215413673"
"05/01/2018 15:13:26.448","7521.2309306011739","5.9279907348307015","40.705669587642348"
"05/01/2018 15:13:27.453","5402.2065131431855","10.421980152550848","43.187414143045295"
"05/01/2018 15:13:28.442","1389.4573178813798","17.045315037939336","43.249958647240412"
"05/01/2018 15:13:29.447","1356.361373245943","13.024423063355039","43.468594700905633"
"05/01/2018 15:13:30.452","1260.8169594369681","19.923162060244749","43.742976929932595"
"05/01/2018 15:13:31.441","3629.5301210475359","13.881470159414278","43.771687183475983"
"05/01/2018 15:13:32.446","19397.035865089518","14.406698301358901","43.413387877730045"
"05/01/2018 15:13:33.451","7976.2983721086948","12.932213200451637","43.390532057590441"
"05/01/2018 15:13:34.456","4751.7506359995587","5.5406778546137403","43.380284016807629"
"05/01/2018 15:13:35.445","6083.7109680140657","2.7593244909192682","43.078438831278696"
"05/01/2018 15:13:36.450","2575.2234427496787","3.3116814108570258","43.060954251107979"
"05/01/2018 15:13:37.455","1087.6929867086378","2.5263636192652483","43.035997111125852"
"05/01/2018 15:13:38.443","10099.185532440528","4.4769022034620303","43.03050228465127"
"05/01/2018 15:13:39.448","8303.3459970797703","7.1706512576373065","43.035334149150955"
"05/01/2018 15:13:40.453","4275.085199259137","3.2076651589059813","43.031760827412775"
"05/01/2018 15:13:41.442","2401.5327518682061","0.46279302995353433","43.064269130831647"
"05/01/2018 15:13:42.447","0","2.4207881308043078","43.049930860998558"
"05/01/2018 15:13:43.451","2980.4368520737717","2.8189169057891483","43.055099817704203"
"05/01/2018 15:13:44.456","10807.128785836645","4.3739950406581301","43.069471801414501"
"05/01/2018 15:13:45.445","5805.1943483855293","8.5592218841395002","43.101800313010301"
"05/01/2018 15:13:46.450","6225.0312337768582","3.4765504817131587","43.072393383614809"
"05/01/2018 15:13:47.455","867.68988347982929","1.4659982401413973","43.048245330119563"
"05/01/2018 15:13:48.444","16863.285372609891","1.2411469087777349","43.025805275660431"
"05/01/2018 15:13:49.448","5479.098539229467","4.6497594217562614","43.033985710477921"
"05/01/2018 15:13:50.453","8554.1393024037534","5.2488337821204318","43.038098430968383"
"05/01/2018 15:13:51.442","11680.497194025631","3.512070175062465","43.025647951994472"
"05/01/2018 15:13:52.447","13068.819023390573","4.1593683156510686","43.020209307554225"
"05/01/2018 15:13:53.452","14299.593717316184","2.5306605458684683","43.013590770543928"
"05/01/2018 15:13:54.440","2974.8711906353406","3.0954088738594732","43.017770895505734"
"05/01/2018 15:13:55.445","694.57370928223372","0.38866251075623248","43.010950098515245"
"05/01/2018 15:13:56.450","1889.2546068732622","3.8663086961338355","43.008848801955779"
"05/01/2018 15:13:57.455","8096.2034022287871","3.6010565423711505","43.006129479735655"
"05/01/2018 15:13:58.444","3636.6553672066757","3.1161747830472541","43.000612185103961"
"05/01/2018 15:13:59.449","6623.5884909821534","10.301547668247713","43.034266643932618"
"05/01/2018 15:14:00.453","1342.8700036125585","16.494333059383425","43.049694887141158"
"05/01/2018 15:14:01.442","3776.0593234477492","14.553419879789843","43.062459990163902"
"05/01/2018 15:14:02.447","398.04375625320301","24.686448074674704","43.075337457255308"
"05/01/2018 15:14:03.451","1116.8192451205512","30.789857377710373","43.086956381585203"
"05/01/2018 15:14:04.456","3867.5572165500257","30.13405354997677","43.08413594101652"
"05/01/2018 15:14:05.446","2462.2773553877773","29.622629628360574","43.085506824563609"
"05/01/2018 15:14:06.451","1679.7962304901546","31.584143045366432","43.081169399218908"
"05/01/2018 15:14:07.455","522.43910233156078","30.516132826575582","43.011669265807527"
"05/01/2018 15:14:08.444","1199.166509797187","29.794625295334143","43.020400321814321"
"05/01/2018 15:14:09.449","1165.3079279261653","32.07109408873108","43.022636473882628"
"05/01/2018 15:14:10.454","889.62948740349123","31.68325600487605","43.021681332732939"
"05/01/2018 15:14:11.443","2323.8727301245062","29.291033135346101","43.020512685882977"
"05/01/2018 15:14:12.448","250.77492591044688","29.737712092825021","42.994679101508737"
"05/01/2018 15:14:13.453","855.8129125472517","29.349402616385088","40.577602815017478"
"05/01/2018 15:14:14.442","3470.8088970188624","2.1284759352610316","40.582591979900045"
"05/01/2018 15:14:15.447","1349.3628337484906","1.9466545289755222","40.57913102223052"
"05/01/2018 15:14:16.452","33877.81798647243","6.3219994379755011","40.610279664539334"
"05/01/2018 15:14:17.440","6392.2922232043811","5.7854382146370291","40.586614781195905"
"05/01/2018 15:14:18.445","2303.1644012725092","2.5093273786744086","40.588154234129043"
