"(PDH-CSV 4.0) (Hora est. Pacífico, Sudamérica)(300)","\\JAMANRIQUE\Procesador(_Total)\% de tiempo de procesador","\\JAMANRIQUE\Memoria\% de bytes confirmados en uso","\\JAMANRIQUE\Interfaz de red(Teredo Tunneling Pseudo-Interface)\Total de bytes/s","\\JAMANRIQUE\Interfaz de red(Realtek PCIe GBE Family Controller)\Total de bytes/s"
"05/01/2018 14:13:35.054"," ","38.310988396012917"," "," "
"05/01/2018 14:13:45.052","1.9644211065799388","38.295593866681585","0","1579.80818688974"
"05/01/2018 14:13:55.057","2.5582500659321883","38.283750190931315","0","4333.1428447596199"
"05/01/2018 14:14:05.061","11.799433965106211","40.830140547088845","0","2666.2422025874685"
"05/01/2018 14:14:15.051","20.262185969093405","40.767584820456705","0","1509.7076397933567"
"05/01/2018 14:14:25.056","31.977153430404236","40.694016926152173","0","1404.102073717821"
"05/01/2018 14:14:35.061","28.011432772364842","38.324427706730653","0","3316.3796936444146"
"05/01/2018 14:14:45.069","1.8963918338100627","38.323023109306355","0","3796.404711596278"
