1525215205383,1525215400962,400it / 20ms [Secure][1 th],12.125,11.916666666666666,98
1525215400978,1525215585528,400it / 20ms [Secure][1 th],14.833333333333334,15.428571428571429,103
1525215585528,1525215788432,400it / 20ms [Secure][1 th],12.176470588235293,11.571428571428571,93
1525215788432,1525216037796,400it / 20ms [Secure][1 th],13.75,15.5,125
1525216037796,1525216210108,400it / 20ms [Secure][1 th],14.416666666666666,15.5,109
1525216210123,1525216385789,400it / 20ms [Secure][1 th],9.666666666666666,15.6,117
1525216385804,1525216572783,400it / 20ms [Secure][1 th],13.2,12.333333333333334,87
1525216572783,1525216882125,400it / 20ms [Secure][1 th],12.0,12.25,121
1525229565849,1525229592354,80it / 100ms [Secure][8 th],4.5625,55.5,78
1525229592362,1525229618975,80it / 100ms [Secure][8 th],2.491228070175439,1.0,73
1525229618981,1525229648355,80it / 100ms [Secure][8 th],1.9245283018867925,1.3333333333333333,74
1525229648360,1525229672601,80it / 100ms [Secure][8 th],2.4310344827586206,1.0,79
1525229672609,1525229699098,80it / 100ms [Secure][8 th],1.3454545454545455,1.0,74
1525229699103,1525229735685,80it / 100ms [Secure][8 th],1.9487179487179487,1.0,67
1525229735690,1525229761977,80it / 100ms [Secure][8 th],1.2363636363636363,1.0,78
1525229761983,1525229789207,80it / 100ms [Secure][8 th],2.5185185185185186,1.0,79
1525229789213,1525229818014,80it / 100ms [Secure][8 th],1.7115384615384615,1.0,78
1525229818023,1525229986674,80it / 100ms [Secure][8 th],1.4761904761904763,1.0,41
1525230533108,1525230581211,200it / 40ms [Secure][8 th],2.1146496815286624,4.8,182
1525230581217,1525230952241,200it / 40ms [Secure][8 th],1.8203125,1.0,180
1525231295473,1525231431849,200it / 40ms [Secure][8 th],28.8,13.666666666666666,169
1525231431849,1525231574753,200it / 40ms [Secure][8 th],19.8,8.5,174
1525231574753,1525231712247,200it / 40ms [Secure][8 th],11.11111111111111,1.0,170
1525231712247,1525231828691,200it / 40ms [Secure][8 th],3.6666666666666665,12.0,149
1525231828691,1525231893841,200it / 40ms [Secure][8 th],10.88888888888889,0.0,172
1525231893841,1525231964127,200it / 40ms [Secure][8 th],17.727272727272727,11.0,153
1525231964127,1525232041406,200it / 40ms [Secure][8 th],2.4545454545454546,1.0,160
1525232041411,1525232108541,200it / 40ms [Secure][8 th],11.409090909090908,0.0,175
1525232168695,1525232321780,400it / 20ms [Secure][8 th],16.14,52.0,308
1525232321780,1525232475908,400it / 20ms [Secure][8 th],23.083333333333332,15.333333333333334,286
1525232475926,1525232624964,400it / 20ms [Secure][8 th],16.333333333333332,8.25,303
1525232624964,1525232786098,400it / 20ms [Secure][8 th],21.761904761904763,9.4,260
1525232786098,1525232978024,400it / 20ms [Secure][8 th],17.4,16.0,283
1525232978024,1525233122716,400it / 20ms [Secure][8 th],8.333333333333334,0.0,301
1525233122716,1525233283098,400it / 20ms [Secure][8 th],14.176470588235293,11.0,287
1525233283098,1525233421716,400it / 20ms [Secure][8 th],12.894736842105264,11.75,310
1525233611775,1525233758976,400it / 20ms [Secure][8 th],5.728971962616822,1.2769230769230768,279
1525233758976,1525233909919,400it / 20ms [Secure][8 th],6.75,1.0,269
