1525209672129,1525209729094,80it / 100ms [Secure][2 th],19.818181818181817,16.0,1
1525209729095,1525209764792,80it / 100ms [Secure][2 th],8.25,15.333333333333334,0
1525209764793,1525209820634,80it / 100ms [Secure][2 th],10.666666666666666,0.0,1
1525209820635,1525209854862,80it / 100ms [Secure][2 th],15.0,15.0,0
1525209854862,1525209908645,80it / 100ms [Secure][2 th],9.11111111111111,0.0,1
1525209908645,1525209948061,80it / 100ms [Secure][2 th],8.5,8.5,0
1525209948062,1525209998380,80it / 100ms [Secure][2 th],8.333333333333334,16.0,0
1525209998381,1525210038540,80it / 100ms [Secure][2 th],1.3333333333333333,16.0,1
1525210038541,1525210065720,80it / 100ms [Secure][2 th],10.833333333333334,0.0,0
1525210065721,1525210114554,80it / 100ms [Secure][2 th],6.5,11.0,0
1525210215470,1525210371923,200it / 40ms [Secure][2 th],13.571428571428571,12.125,0
1525210371924,1525210493530,200it / 40ms [Secure][2 th],9.705882352941176,1.0,0
1525210493531,1525210603709,200it / 40ms [Secure][2 th],13.666666666666666,11.571428571428571,0
1525210603710,1525210681452,200it / 40ms [Secure][2 th],11.733333333333333,4.75,0
1525210681454,1525210795434,200it / 40ms [Secure][2 th],9.416666666666666,13.0,1
1525210795436,1525210917903,200it / 40ms [Secure][2 th],11.714285714285714,15.6,4
1525210917905,1525211020343,200it / 40ms [Secure][2 th],8.166666666666666,11.428571428571429,1
1525211020343,1525211137054,200it / 40ms [Secure][2 th],10.0,12.8,1
1525211137055,1525211209945,200it / 40ms [Secure][2 th],8.416666666666666,12.0,0
1525211209946,1525211297818,200it / 40ms [Secure][2 th],5.181818181818182,11.285714285714286,0
